filtered text,label
siri be on that bull shit telling me its not gonna rain and shit da fuck i pay for her for apple,NEGATIVE
apple give me a job so i never have to suffer through windows os for personal nor work use,POSITIVE
nasdaq recent market exit sold aapl long for a gain in days aapl forex trading stocks,NEUTRAL
google unseats apple in us classrooms as chromebooks beat ipads,NEGATIVE
macmall is the united of shopping you have paid but you may or not receive your goods or flight apple far better at custserv,POSITIVE
waiting on my ipod bubblews httptcounlzqkrl via apple apple,NEUTRAL
changing words that arent even misspelled like where do they really do that at i would really like to know apple,NEGATIVE
russia could ban apple inc iphone for lawmakers report httptcowraivkuz aapl,NEGATIVE
there is a lot more that goes into building a brand you dont becom apple just by picking a good name itsaventum theaphotic,NEUTRAL
apple inc short interest down significantly in november httptcoreutkybs aapl,NEUTRAL
dont worry bentkraus you can crash anything not even apple can stop you,NEUTRAL
apple macmail on os x yosemite is really giving me a hard time is there an alternative email program out there yosemiteproblems,NEGATIVE
russian lawmaker thinks the iphone is stealing state secrets aapl aapl httptcoixxtdetlit,NEGATIVE
apple fibonacci technicals levels last intraday update aapl aapl httptcotlzxolfzg,NEUTRAL
rt jpdesloges apple fibonacci technicals levels last intraday update aapl aapl httptcotlzxolfzg,NEUTRAL
autocorrect changes actual words to other words but when i spell an actual word wrong it doesnt correct it fuck yall niggas apple,NEGATIVE
macbook love today apple,POSITIVE
jonfavreau movie chef so original amp well executed reminded me of the days steve jobs dreaming up apple and then created the iphone,POSITIVE
apple apple patents an iphone drop protection mechanism that changes device tuesday december httptcowxpcgaw,NEUTRAL
apple intraday comments last update premium users aapl stockaction trading stocks mkt httptcogtedlcbz,NEUTRAL
what happened to apple inc httptcofjexiopu aapl apple moneypress httptcowxkmmtmarw,NEUTRAL
what the hell is this gbs of other data on my phone apple,NEGATIVE
if i tweet about nandos my phone puts it in caps i like the iphone six it knows my favourite restaurant good phone gg apple,POSITIVE
appledec trading daily profit sh weekly profits of sh aapl stockaction trading stocks mkt httptcoisjvtzkl,NEUTRAL
technology sector update for ntls aapl tmus s nasdaq is set to go to trial tuesday regardin httptcoyurcdokbu,0
wells fargo continues promoting apple pay with new advertisement httptcoxarmwri aapl,NEUTRAL
lets not forget that press effects stock apple to defend against ipod antitrust suit httptcopqjbkimb,NEUTRAL
foxbustv is it time to start buying apple httptcormhvtdnpay aapl,NEUTRAL
how in the heck isnt there a taco emoji apple,NEUTRAL
aaplsteve jobs emails featured in apple ipod us antitrust trialhttptcokukwablvtp,NEGATIVE
trade aapl free nightly updates are posted here on twitter or you can visit the trade aapl free website here httptcoutkeapbxf,NEUTRAL
sony named mostdesired brand during blackfriday amp cybermonday beating tech rival apple httptcoynputlkk via thedrum,NEGATIVE
strategic steps towards fulltime trading httptcojhbmskgb stocks futures forex trader es baba aapl gpro fb eem esignal,NEUTRAL
results of our mobility pilothouse program att cisco apple see which had the most loyal customers httptcofayvnxt,NEUTRAL
optionmonster imho oil is going lower no reason not to no bottom here also btw aapl is going cnbcclosingbell boldstatement,NEUTRAL
rt newsmintapp aaplsteve jobs emails featured in apple ipod us antitrust trialhttptcokukwablvtp,NEUTRAL
google beating apple in us education market amid ipad slowdown httptcoktslbyenta neo,NEGATIVE
sonyuk see not even have the courtesy to reply as i said should have stayed with apple much better customer service from them,POSITIVE
time steve jobs to testify in apple trial from beyond the grave httptcoppabvhun,NEGATIVE
simple rules for young designers from legendary apple designer susan kare via fastcodesign httptconlznmfjg,NEUTRAL
sold to you on both counts rt ualdrivr optionmonster imho oil is going lower no bottom here also btw aapl is going,NEUTRAL
companies growing faster than apple inc httptcoqsocdir aapl,NEUTRAL
aaplapple cofounder the woz going into reality tvhttptcontcqdvmv,NEUTRAL
apple inc price at close december is apple aapl,NEUTRAL
at its announcement samsung supporters criticized aapl for following samsung into the large screen game,NEGATIVE
were out here taking bluetooth calling to a whole new level where you at microsoft apple billgates httptcoywvxcwwnww,NEUTRAL
looking at it now especially with samsungs declining sales it looks more like aapl just decided it wanted samsungs piece of the pie,NEUTRAL
thank you apple for fixing the swift sourcekit crashes in xcode life is better now httptconbrwttcz,POSITIVE
where da fuck is this middle finger emoji apple so i can ignore my niggaz shit talk wit a single sign,NEGATIVE
so cool apple patents iphone drop protection mechanism that changes device angle in freefall aapl applewatch httptcoyckdoceq,POSITIVE
sign of utterly broken wifi driver my apple air sitting on my lap im desperate enough to read my email on my android phone,NEGATIVE
apple ibmbizanalytics mobilefirst enterprise collaboration online game changer doclens httptcofsovxciit httptcoqwcuhsqu,NEUTRAL
handson with elgato smart power and mophie powerstation plus external batteries ios blog httptcoixtmoojrpi aapl,NEUTRAL
aapl moving towards the iot and more connectivity in your everyday life rt businessinsider the future of apple httptcoziklflrhpm,POSITIVE
who knows someone that works or has worked apple in cupertino bayarea techies,NEUTRAL
apple ipad innovation let us maintain what we enjoyed when we were young httptcotptkgbas via huffposttech httptcotptkgbas,POSITIVE
renoxalex apple so sick tacobell is petitioning for one,NEUTRAL
apple need to come out with new emojis perhaps one that is a raptors claw,NEUTRAL
apple releases final cut pro and xcode mac blog httptcoljosiwspy aapl,NEUTRAL
apple inc iphone may infringe on chinese companys patent httptcofccrpuvyri aapl,NEUTRAL
apple inc heads to trial over digital music claims httptcoojttnjr aapl,NEUTRAL
chinese smartphone maker claims apple copied iphone design httptcoiuzewxjue aapl android,NEGATIVE
contact apple rt mrstiffanyanne anybody that sold an iphone before i have questions amp cant find them on google,NEUTRAL
apple goes red for aids awareness productred fuckaids httptconvjbshduw for every like i get this month a will donate a quarter,POSITIVE
why do i have group messages with the same people apple,NEUTRAL
rt laurakate why do i have group messages with the same people apple,NEGATIVE
rt laurakate why do i have group messages with the same people apple,NEGATIVE
rt laurakate why do i have group messages with the same people apple,NEGATIVE
is apple the most searched for company and google the most searched on platform,NEUTRAL
i love my iphone apple mobilephone httptcoajvsqxgdn httptcoklwbbwipo,POSITIVE
im learning all about apple at influenster apple httptcockyptdnrtg,NEUTRAL
aaplis it time to start buying applehttptconulnjlbag,NEUTRAL
apple continues war on notification center widgets asks drafts to remove note creation feature httptcoqjgikludvh aapl,NEUTRAL
im learning all about ipod touch at influenster apple httptcotuilsgbjw,NEUTRAL
apple inc aapl news analysis did apple inc aapl ceo steve jobs consider himself above the law httptcozfvknh,NEGATIVE
verrcktes gercht iphones zum apple apple watch tuesday december httptcopgcaslanza,NEUTRAL
apple gets patent prevent cracked screens by rotating falling iphones httptcohncqaorfkr via mashable bigdocc,NEUTRAL
rt laurakate why do i have group messages with the same people apple,NEGATIVE
griffinnw apple tacobell i love you tacobell,POSITIVE
apple if i dismiss a call when it comes in i did not miss that call cant the notification accurately reflect my action,NEGATIVE
jengolbeck apple agreed,NEUTRAL
im sick of your fucking shit apple,NEGATIVE
jengolbeck apple introducing iglove an apple product allowing one to singlehandedly operate an iphone,NEUTRAL
apple sets its own timetable rather than chasing the competition by focusing on customerexperience httptcobfumsxon cx cem,NEUTRAL
todays show on demand features lawyerpeteschulte on policebodycameras apple opening in toledo amp hot at httptcorkhubwerjx,NEUTRAL
aaplone thing everyone is getting wrong when it comes to the apple televishttptcoelxdefhiv,NEUTRAL
aapl steve jobs to be star witness in apple ipod lawsuit steve jobs e aapl steve jobs to be httptcowdmnluzjk,NEUTRAL
mozilla planning to release firefox ios app in the future httptcohboydowdn aapl,NEUTRAL
renoxalex apple or hang loose,NEUTRAL
landonboyd renoxalex apple wheres the lava lamp emoji,NEUTRAL
ok apple sprint if youre going to sell each others stuff provide each other with visibility into each others order systems,NEUTRAL
i had the facebook app but my dumbass deleted it and now i cant redownload cause it says i need ios suck my fucking ass apple,NEGATIVE
new ha blog post gtgtgt final aapl putcallratios for tuesday december httptcodqxakg,0
mkt final aapl putcallratios for tuesday december httptcoxxkxfgtou,NEUTRAL
final aapl putcallratios for tuesday december httptcooqfbuhpymz via hamzei,NEUTRAL
delenanianeva apple chill,NEUTRAL
rt hamzeianalytics new ha blog post gtgtgt final aapl putcallratios for tuesday december httptcodqxakg,NEUTRAL
amazon amzn ecosystem the biggest threat to aapl stock amzn amazon amzn ecosystem the biggest threat t httptcoajctbyw,NEUTRAL
ivv aapl xom msft etf inflow alert nasdaq among the largest underlying components of ivv in trading httptcormmehugzm,0
apple get cha shit together and fix my phone,NEGATIVE
theweldingroom apple monster redbull you need to try the ultra red monster,NEUTRAL
caseypieper theweldingroom apple monster redbull i heard monster was the hebrew devil lol,NEUTRAL
shampeau theweldingroom apple monster redbull no holds bar huh,NEUTRAL
rt shampeau caseypieper theweldingroom apple monster redbull i heard monster was the hebrew devil lol,0
aaplafterhours buzz apple bob evans farms amp morehttptcophvzsfanso,NEUTRAL
shampeau caseypieper apple monster redbull ultra red ok i have some research to do ive seen the coffee white blue,NEUTRAL
iirwanks ick yo apple autocorrect ruse,NEGATIVE
ok i muted the groupchat but i still get notifications uhm apple what the hell,NEGATIVE
iambrozie apple will it give me edward scissorhands length fingers because then i might be able to use this,NEGATIVE
sitting here waiting for more than half hour for my appt apple watching geniuses talk crap about their customers in the open nice,NEGATIVE
loving my carplay unit in my honda fit works great i just hope more apps make it to carplay come on apple,POSITIVE
iphones of the future could save themselves when you drop them httptcotiubfslzgs aapl smhq,NEUTRAL
it would be nice if i could type more than one sentence without my computer freezing up apple microsoft word internet everyone,NEGATIVE
final aapl putcallratios for tuesday december httptcognowucgog,NEUTRAL
appledeeap early signs of liver damage amp how to strengthen your liver httptcomispgabjao,NEUTRAL
yo apple wtf is wrong with you people make it easier to delete contacts already gosh damn it,NEGATIVE
apple why does the clock disappear in siri its super annoying when you want to set an alarm and suddenly you cant see the time,NEGATIVE
dear apple i would like an imac with touch screen more than a watch,NEUTRAL
my dad called now my musics arent playing jesus christ apple problematic,NEGATIVE
fuck you fuck you so much i hate you apple,NEGATIVE
aaplin emails jobs determined to keep ipod appleonlyhttptcooxptihrs,NEUTRAL
la school district officially ends billion ipad initiative in the midst of an fbi investigation httptconyoajgxr aapl,NEGATIVE
will i become immune to bugs like apple womenofhistory you become like the people you spend most of your time with choosewisely,NEUTRAL
well imessage doesnt work thanks apple,NEGATIVE
next year my goal is to be apple free tired of their bs apple itunessupport,NEGATIVE
jengolbeck apple yep the only jump id make from my now is to s at least good deals on s now with out,POSITIVE
anneohirsch apple my s was great just had a cracked screen amp a dying battery im thinking about trading the in for a new s,NEGATIVE
apple patents active fall protection system that shifts iphones in midair httptcoumvwneojc,NEUTRAL
apple is the most innovative company of httptcohgqjpyluf via techcocktail innovation,POSITIVE
also ive had my iphone for two days and its already broken shout out to apple,NEGATIVE
uh is apple making fun of french people and being rude in their new iphone call from anywhere ad thats how it seemed to me,NEGATIVE
one thing everyone is getting wrong when it comes to the apple television aapl httptcoswxzdcq httptcobochdbtq,NEUTRAL
the future of apple aapl httptcomodueyh httptcotxhppuewp,NEUTRAL
i am feeling creatively stifled by the current emoji selection apple,NEGATIVE
apple fuck you bitches my phones abrick and stuck on the apple logo,NEGATIVE
we know raul is just going to love his brand new art supplies thank you sarahinthiscity apple,POSITIVE
aapl buy reiterated target raised to by bank of america merrill lynch aapl brief explanation here httpstcockzlfv aapl,NEUTRAL
forget apple here are better tech stocks to buy the motley fool aapl httptcodrjdivotxu,NEGATIVE
stock market today moving on wmt aapl and uber news money morning the company reported more than bil httptcobqjgdbok,NEUTRAL
morgan stanley sells apple inc but aapl stock still a buy aapl stock news morgan stanley sells apple inc httptcoqltfuz,NEUTRAL
one good thing about waiting in the apple store for my appointment is that i cleared up the backlog of emails from my inbox,NEGATIVE
product hunters the functional and whimsical keyboards for ios forbes aapl httptcoyugbzfhsnb,NEUTRAL
move aside apple and google alibaba is entering the connected car space forbes baba goog aapl httptcogosqlrwvtl,NEUTRAL
imessage isnt working thanks apple,NEGATIVE
kaitlynpearle apple get android,NEUTRAL
nickruz apple i cant i just got a new phone,NEUTRAL
no at typo changing my words get it together apple,NEGATIVE
aapl has analyst ratings in the last days and are positive median target upside httpstcoqpwsxez aapl,NEUTRAL
hey apple could you make an iphone charger that lasts more than a month sincerely a broke high school student who wants her phone charged,NEGATIVE
fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you apple,NEGATIVE
myths vs realityfull time trading httptcojhbmskgb stocks futures forex trader es aapl gpro esignal httptcoyvknhulr,0
why dont we have an ape emoji on iphones or a middle finger its almost step it up apple,NEGATIVE
apple i am beginning to think your products are crap,NEGATIVE
my iphone finally came after almost weeks dont think ill forget this apple,NEGATIVE
aaplin emails steve jobs determined to keep ipod appleonlyhttptcozvnpeshcw,NEUTRAL
you need to send me my iphone before i cancel tmobile apple,NEGATIVE
this is the th charger ive had to buy for my mac and they gave me the wrong one apple applesuport fix this wrongdoing give me a free one,NEGATIVE
fuck apple,NEGATIVE
liberals should protest corporate greed and throw away all their nifty apple products shutitdown dcferguson,NEGATIVE
watch steve wozniak use iphone to magically unlock a hotel room woz apple httptcoxveoboalw,NEUTRAL
dear apple this is the worse service ever apple httptcojhpsdfw,NEGATIVE
apple apple iphone release date speculations indicate sept launch apple wednesday december httptcoanrecoykud,NEUTRAL
since all the software updates my iphone ipad and ipod touch will not charge and are royally fucked up apple,NEGATIVE
so apple for this really great charger that works so well not,NEGATIVE
cheeky apple very cheeky no dice though you cant own app store its a description not a product httptcolveruzfs,NEGATIVE
apple should buy nintendo and sega theyd get emulation characters game contentportfolios brand recognition and developer contacts,NEUTRAL
bug apple ios spotlight search search for twitter app selecting search the web results are for input bea plus httptcozasjfask,NEUTRAL
aapl ios rt benedictevans browser share httptcossvpyspjn,NEUTRAL
apple get your shit together with group chats on ios,NEGATIVE
dangainor apple but then how could they post to twitter nasdaq twtr instagram nasdaq fb or shutterfly nasdaq sfly shutitdown,NEGATIVE
russia is selling its banned stevejobs tribute statue cultofmac httptcorpshwcars apple aapl iphone memorial bastards,NEUTRAL
fuck my fucking phone its fucking tripping im fucking tired of this fucking bullshit im holding you responsible apple,NEGATIVE
apple why is my computer so slow,NEGATIVE
rt mkschuster apple why is my computer so slow,NEGATIVE
really need taptotweet back apple,NEGATIVE
peterhewer apple iphone claimed to copy a chinese smartphone design ouch httptcogigaodgpn,NEGATIVE
love apple iphone but i need to upgrade soon httptcokkqnsuqut httptcovqezbjopxa,POSITIVE
mochasucks renoxalex apple thats what im saying,NEUTRAL
landonboyd mochasucks renoxalex apple what about a penis emoji im sick of implying that my dick looks like an eggplant,NEGATIVE
love my apple macbookpro best ever httptconwlwbf httptcohaujy,POSITIVE
apple there isnt a puke emoji im pissed fix it fat,NEGATIVE
roamingwithruth apple pretty cute guys,NEUTRAL
i have pictures and my storage is full apple get it together,NEGATIVE
rt breyythatsmee i have pictures and my storage is full apple get it together,NEGATIVE
why aapl stock had a miniflash crash money morning nothing the analysts suggested would make a widely held httptcoihmonrcekx,NEGATIVE
apples success has made it part of the payola scheme apple inc nasdaq aapl recently reached a new m httptcorisklhcqo,NEUTRAL
that would be brilliant its sad apple doesnt allow mozillas better engine opensourceagent opensource,NEGATIVE
apples earbuds are so fucking weak they literally cannot withstand any god damn damage i have wasted so much money fuck apple,NEGATIVE
why is tom automatically capitalized and tommy isnt apple you need to fix this autocorrectprobs,NEGATIVE
we should be able to name group texts that would be great apple,NEUTRAL
apple microsoft stevejobs billgates common somebody httptcozqeibtlc,NEUTRAL
why is it so difficult to qualify for a geniusbar appointment at apple these days unneccessary,NEGATIVE
do i have to go to apple if idr the code,NEUTRAL
afterhours buzz aapl bobe amp more check out which companies are making headlines after the bell tuesday httptcofapybjp,NEUTRAL
even microsoft agrees iphone is mind blowing aapl design product innovation mobile httptcobfufnrij,POSITIVE
support dickc how can anyone logjn amp reorder my tweets i have step auth dont share passwords amp apple said ive no malware pmarca,NEUTRAL
god dammit fuck you apple,NEGATIVE
rt yungbaaz god dammit fuck you apple,NEGATIVE
apple do something you cunt barackobama,NEGATIVE
fuck you apple iphone,NEGATIVE
the us government accepts donations to reduce the national debt fact billgates oprah realdonaldtrump warrenbuffett apple google,NEUTRAL
principled truths eddy cue talks to fortune as apple appeals ebook pricefixing judgment aapl httptcoyjdynmlr,NEUTRAL
principled truths eddy cue talks to fortune as apple appeals ebook pricefixing judgment aapl httptcoamktiekys,NEUTRAL
i could punch whoever came up with the new apple commercials makeitstop ahhhhhhh,NEGATIVE
apple fuck you,NEGATIVE
aaplthe tell apple patents way to save iphone from dropping and breakinghttptcokgjliugyl,NEUTRAL
hey apple can i catch a fucking maverick of a wave on an iphone didnt think so surfsupsamsung,NEGATIVE
apple there needs to be a finger gun emoji pronto,NEUTRAL
best steve jobs emails httptcoiykzcbya apple apple,NEUTRAL
dear apple please fix your awdl issues httpstcorayolfzyt,NEGATIVE
are u android or ios aapl samsung aapl applepay apple goodmore givingtuesday stonersports yearsofsos flashvsarrow stocks,NEUTRAL
apple inc goes to trial on antitrust charges today httptcozgcpifwt aapl,NEUTRAL
apple what english is this what do you mean httptcopzbokvj,NEGATIVE
apple macbook httptcofihhonzhm officenerd apple tech httptcocutgtmff,NEUTRAL
migreyes dhh thank apple,NEUTRAL
can ipad conquer the enterprise only if apple has the guts to license ios httptcomwojkycsc,NEGATIVE
apple really need to up their battery game because aint no one got time to charge their phones furstrated annoyed charging,NEGATIVE
yea let me just pay dollars for phone so it dies at fix your shit apple,NEGATIVE
fazenikan apple wrong homie,NEGATIVE
fazenikan apple haha switch to android,NEGATIVE
fazenikan apple did u overheat it,NEUTRAL
rt ryansconcepts fazenikan apple wrong homie,NEUTRAL
rt fazenikan yea let me just pay dollars for phone so it dies at fix your shit apple,NEGATIVE
fazenikan apple i had the same thing bought an iphone when it came out and had to replace the battery after a month or two,NEGATIVE
rumors surface for apple apple iphones and iphone in wednesday december httptcoerwytyhex,NEUTRAL
fazenikan apple lol iphoneweak get on that lumia level bruh,NEGATIVE
great fcp x update from apple today that will do nicely video editing,POSITIVE
rt fazenikan yea let me just pay dollars for phone so it dies at fix your shit apple,NEGATIVE
great piece from howardlake on apple amp the new red app store profits from exclusive content go to globalfund httptcoffobuzqvi,NEUTRAL
still cant merge multiple appleids apple fail httptcobnaihkp,NEGATIVE
dyslexic iphone users rejoice thanks to apple and voice text hard to spell words are a thing of the past httptcowjjflyzme,POSITIVE
fazenikan apple applenws appstore i know my iphone dies at like,NEGATIVE
realised the reason apple make huge phones is because they fked safari up by not allowing us to hide the address bar,NEGATIVE
still cant merge multiple appleids apple fail httptcocdvtujnqgu,NEGATIVE
intel and inevitability httptcogizluhrphw aapl intc mchp,NEUTRAL
why is there no black heart emoji apple,NEGATIVE
steve jobs emails featured in apple ipod us antitrust trial httptcounesiohtf aapl,NEUTRAL
trade aapl free nightly updates are posted here on twitter or you can visit the trade aapl free website here httptcoutkeapbxf,NEUTRAL
the rumoured oppo r looks very similar to a certain apple iphone httptcoesuoxuelr,NEUTRAL
the rumoured oppo r looks very similar to a certain apple iphone httptconjkstbrjf,NEUTRAL
apple appleios rolled out webgl to ios months ago and just overtook google android in webgl support levels,NEUTRAL
rt stuffsg the rumoured oppo r looks very similar to a certain apple iphone httptconjkstbrjf,NEUTRAL
oh my god dont play with me forreal apple,NEUTRAL
apple tv fades away in streaming video player market httptconmqcdkfnul,NEUTRAL
apple patents active fall protection system that shifts iphone in midair httptcoqwgaml technology fyi,NEUTRAL
aapldont confuse morgan stanley decreasing apples weighting by with bhttptcojwelmvm,NEUTRAL
rt pyalot apple appleios rolled out webgl to ios months ago and just overtook google android in webgl support levels,POSITIVE
fazenikan apple restart it or wait till next apple update happens to me,NEUTRAL
apple diag and support suck a lot it says cannot connect server try again then ticket not found disgusting httptcoaryybxodox,NEGATIVE
httptcodtekpbqyw apple default search engine,NEUTRAL
gtat creditors want to question apples jeff williams aapl aapl httptcoflfwmjlkh,NEUTRAL
brilliant tech no more broken screens in festivals apple via techcrunch httptcoohfunil httptcoocwnfeyne,POSITIVE
update steve jobs emails featured in apple ipod us antitrust trial aapl aapl httptcozilhjzvy,NEUTRAL
a lot of times people dont know what they want until you show it to them steve jobs aapl apple,NEUTRAL
ive sent my computer out to apple twice for repairs in the last month and each time it comes back with a new problem something isnt right,NEGATIVE
why why have you put gay stuff in my fucking iphone apple httptcorbrjshrxk,NEGATIVE
rumors surface for apple apple iphones and iphone in wednesday december httptcodcohrknn,NEUTRAL
apple why do your computers like to crash on dead week before finals,NEGATIVE
sashametro its the iupdate process that is so incensing what rubbish hopefully apple will be irrelevant again soon,NEGATIVE
apple fix your apps if i click play it aint playin so it aint really a play button is it,NEGATIVE
im going to press the play button wait no im not apple fix your apps httptcoeteewiijro,NEGATIVE
its just dawned on me that ive probably spent more on replacing frayed non functioning iphone cables than ive spent on iphones apple,NEGATIVE
mayhembcn iupdate is new since i needed a duns two years ago web form phone call ironic for an apple req that it only supports ie,NEGATIVE
apple bears get fat payout from stock swoon the second plunge aapl aapl httptcorffvqbdlz,NEUTRAL
gmoneyizme apple how so true making sales off their accessories,NEUTRAL
gmoneyizme ive probably spent more on replacing non functioning iphone cables than ive spent on iphones apple switchtolumia,NEGATIVE
la school district halts ipad contract as fbi seizes documents aapl aapl httptcobtjokqnriy,NEGATIVE
great coverage epro of comscore s cyber monday data but show me the top items by store like this for apple httptcorfznoacgc,NEUTRAL
siri apple stevejobs alarmthatdidntgooff this is disrespectful,NEGATIVE
apples ios devices accounted for of record setting cyber monday mobile sales aapl aapl httptcoixmkgcb,POSITIVE
apple have patented an iphone drop protection mechanism is the is end of crackedscreens httptcoteafuwfx httptcovjcpyyy,NEUTRAL
youre probably reading this on an iphone built by the largest company around aapl they broke more records httptcogpcqigwmxm impress,POSITIVE
how is never interpreted as ask me again annoyingly soon when ios apps ask to be rated apple tell your devs never means never,NEGATIVE
apples iphone crushes samsungs galaxy by more than to in japan aapl aapl httptcohdowuouv,POSITIVE
apple apple sales soar after launch of iphone wednesday december httptcoqrvlxevgm,POSITIVE
as apple still struggles to meet iphone demand canaccord raises price target to aapl aapl httptcoirziqfr,NEUTRAL
caderageous thx rt apple own digital languages ip new internet leader of cost of diy googlenexus httptcosqvfmapgo,NEUTRAL
so got the new iphone and growing to love it a bit bulky coming from the iphone but nice feel thanks apple now waiting for applewatch,POSITIVE
rt jpdesloges gtat creditors want to question apples jeff williams aapl aapl httptcoflfwmjlkh,NEUTRAL
sp technology bull index the apple experiment spy spx esf xlk aapl aapl httptcorjntrnbbi,NEUTRAL
technical observation of the day tested the dma on apple aapl aapl httptcoejmbvf,NEUTRAL
apples pt raised by jmp securities to outperform rating httptcoomcdscud aapl aapl,NEUTRAL
apples pt raised by jmp securities to outperform rating httptcoxwaeiuvr aapl aapl,NEUTRAL
in emails jobs determined to keep ipod appleonly aapl aapl httptcojwkgrazq,NEUTRAL
apple intraday comments preopening premium users aapl stockaction trading stocks mkt httptcogtedlcbz,NEUTRAL
we love cocktails here at apple jacks and we want to share some of our favourite cocktails with you pop in httptcojcekbstn,0
apple working on making next phone drop in the safest way all the timelike a cat httptcodqbmgzydoy,NEUTRAL
apples recent pullback a buy opportunity aapl httptcoyeamtvqf,NEUTRAL
apples eddy cue talks about pricefixing on ebooks hed do it again aapl httptcoyhmmbvyef,NEUTRAL
in a bay area courtroom lawyers hit replay on apple history via nytimes antitrust itunes ipod httptcotsqdurkb,NEUTRAL
stevejobs emails show how he wanted to smear competitors as hackers aapl httptcobyjzrav,NEGATIVE
apple stop liking man,NEGATIVE
why even apple is surprised by the enormous demand for the iphone aapl aapl httptcorwgfvbyx,NEUTRAL
apple fibonacci technicals levels intraday preopening aapl aapl httptcouecstwopcp,NEUTRAL
yo i didnt touch my phone at all and right when i disconnected it from the charger it went down apple we are gonna scrap right now,NEGATIVE
thestreet why even apple is surprised by the enormous demand for the iphone aapl httptcoliicdmsvsj,NEUTRAL
steve jobs snarky testimony takes center stage in ipod classaction lawsuit opening httptconxetfeoq aapl,NEUTRAL
jimcramer you used the same logic to explain tol earnings during the paek in housingits a retaileraapl just like amzn not tech,NEUTRAL
rt consumerfeed apples pt raised by jmp securities to outperform rating httptcoxwaeiuvr aapl aapl,POSITIVE
block trade detected in aapl,NEUTRAL
iphones rumors point to a curiousearly release forbes aapl httptcoyghglcjbfk,NEUTRAL
apple intraday comments updated range premium users aapl stockaction trading stocks mkt httptcogtedlcbz,NEUTRAL
go apple looks like a little squeeze again aapl stocks,POSITIVE
is apple fairly valued at aapl ios applewatch applepay apple iphone iphoneplus stocks finance stocks trading samsung,NEUTRAL
apple iphones of the future could save themselves when you drop them httptcocnldnlsp,NEUTRAL
butterfingers and apple do mix applinsider patents active fall protection system that shifts iphones in midair httptcoqmrmlc,NEUTRAL
applepay partner stripe valued at billion in funding aapl httptcokrhcjdmb,NEUTRAL
apple fibonacci technicals levels intraday update aapl aapl httptcofgntdxhym,NEUTRAL
rt jpdesloges apple fibonacci technicals levels intraday update aapl aapl httptcofgntdxhym,NEUTRAL
my macbook pro boots with pink vertical stripes a gray screen then shutting down and repeatinghelp apple httptcoxzwbdm,NEGATIVE
jakeflem apple what year is it,NEUTRAL
apple fibonacci technicals levels intraday update aapl aapl httptcojntfmoi,NEUTRAL
jakeflem apple try booting while holding command r and see if you can do a disk repair,NEUTRAL
gosh darnit apple i dont know what the cloud is,NEGATIVE
aaplapples eddy cue talks about pricefixing on ebooks hed do it agaihttptcomscuepzpn,NEUTRAL
jakeflem apple i had to get my logic board completely replaced if its under warranty theyll do it for free make sure to back up b,NEUTRAL
big spending by consumers on cyber monday cybermonday paypal apple aapl ebay walmart wmt sales httptcopbwltjtzz,NEUTRAL
allowing apple final creative authority chase will debut the first spot featuring applepay this week httptcolnveywg,NEUTRAL
apple ceo tim cook talks technology with senator orrin hatch during washington dc trip httptconzdiimibv aapl,NEUTRAL
jakeflem apple weve previously had to deal with this issue its really annoying try to reset the nvram httptcoeoiafwof,NEGATIVE
tell ur update to stop capitalizing everything apple,NEGATIVE
sscomposer apple seems to ignore any key presses like command r and is just doing its own thing,NEGATIVE
aapl now moves a point faster the a new york driver changes lanes,NEUTRAL
briannaurie apple their autocorrect is so shit too,NEGATIVE
jakeflem apple but it wont fix the problem for good could back and you might have to change the logic board check with apple genius,NEGATIVE
kantar apple apple on track for record quarter as iphone sales bump up its wednesday december httptcohdmgrfwya,POSITIVE
saifbinseed apple get the cloud to butt extension on your web browser,NEGATIVE
apple fibonacci technicals levels intraday update aapl aapl httptcorfelbyukn,NEUTRAL
httptconzywyakq yotaphone is the future of cell phones apple and samsung should be scared,NEGATIVE
cnbctv cramer apple has no real competition aapl httptcocygzezqpn,POSITIVE
cnbctv chromecast beats appletv aapl httptcouxvyszhhu,NEGATIVE
apple intraday comments updated range premium users aapl stockaction trading stocks mkt httptcogtedlcbz,NEUTRAL
opinions of k doctors on fitbit amp apples healthkit httptcowklwordaq karthikpmo mmau vrias amanet aimaindia healthcare,0
umogames apple thanks for the tip seemed to do something but still pretty much the same,NEUTRAL
jokigenki apple i think its like cant look right now,NEGATIVE
trademark confusion apples app store trademark was rejected in australia approved in europe canada aapl aapl httptcomwtqfyd,NEUTRAL
lowkey yosemite trash af i cant use my logic express anymore apple yall irritating the fuck outta me sincerely a disgruntled person,NEGATIVE
jimcramer tks for setting the record straight for apple investors,NEUTRAL
jakeflem apple yes it seems to fix it good the first time and then as time passes it deterioates until you have to change logic board,NEGATIVE
jakeflem apple sorry that youre going through that hope you get this fix it was a real pain for us too but apple care cover it for free,POSITIVE
alzaabi apple i wish i could man i wish i could,NEUTRAL
they gotta do something irapecouches sydneya apple so trash my computer keeps freezing amp being dumb af after i upgraded to yosemite,NEGATIVE
lanacarine apple doesnt have a twitter applebees this is your problem now,NEGATIVE
rt thehill justice department cites th century federal law to get apple to unlock iphones httptcoethqpaiom,NEUTRAL
umogames apple yeah no applecare here haha,NEGATIVE
transpartent resin infused composite structures by apple httptcoydgwk,NEUTRAL
